Tarih,Toplam Hasta,Toplam Vefat,Toplam İyileşen,Toplam Test,Toplam Yoğun Bakım,Toplam Entübe,Zatürre Oranı(%),Ağır Hasta,Günlük Vaka,Toplam Vaka,1. Doz Ort(%),2. Doz Ort(%),1. Doz Toplam,2. Doz Toplam,3. Doz Toplam
2021-06-02,840415,47768,5131453,54586941,,,2.8,1213,7181,5263697,,,,,
2021-06-03,840978,47882,5139993,54809788,,,2.8,1219,6602,5270299,,,,,
2021-06-04,841530,47976,5147610,55034469,,,2.8,1183,6169,5276468,,,,,
2021-06-05,842072,48068,5154771,55250625,,,2.8,1147,6126,5282594,,,,,
2021-06-06,842554,48164,5160774,55455452,,,2.8,1096,5386,5287980,,,,,
2021-06-07,843049,48255,5167350,55673616,,,2.7,1060,5647,5293627,,,,,
2021-06-08,843606,48341,5173186,55899143,,,2.7,1044,6609,5300236,,,,,
2021-06-09,844164,48428,5179833,56123336,,,2.7,1018,6454,5306690,,,,,
2021-06-10,844727,48524,5186728,56346656,,,2.7,1009,6408,5313098,,,,,
2021-06-11,845288,48593,5192945,56570784,,,2.7,997,6261,5319359,,,,,
2021-06-12,845791,48668,5198057,56789542,,,2.7,973,6076,5325435,,,,,
2021-06-13,846245,48721,5202251,57004499,,,2.7,952,5012,5330447,,,,,
2021-06-14,846673,48795,5206836,57223789,,,3.4,929,5626,5336073,,,,,
2021-06-15,847205,48879,5211022,57447635,,,3.4,886,5955,5342028,,,,,
2021-06-16,847753,48950,5215654,57674798,,,3.4,881,6221,5348249,,,,,
2021-06-17,848262,49012,5219797,57899862,,,3.4,860,5904,5354153,,,,,
2021-06-18,848759,49071,5224224,58123990,,,3.4,856,5575,5359728,,,,,
2021-06-19,849253,49122,5228419,58339486,,,3.4,829,5480,5365208,,,,,
2021-06-20,849662,49185,5232638,58552783,,,3.4,813,5091,5370299,,,,,
2021-06-21,850091,49236,5237731,58773835,,,2.9,808,5294,5375593,,,,,
2021-06-22,850656,49293,5242945,58997073,,,2.9,791,6143,5381736,,,,,
2021-06-23,851106,49358,5248862,59221265,,,2.9,763,5809,5387545,,,,,
2021-06-24,851604,49417,5254708,59444650,,,2.9,752,5703,5393248,,,,,
2021-06-25,852081,49473,5261892,59667586,,,2.9,737,5630,5398878,,,,,
2021-06-26,852551,49524,5269294,59890147,,,2.9,733,5266,5404144,,,,,
2021-06-27,852941,49576,5275231,60105441,,,2.9,736,4883,5409027,,,,,
2021-06-28,853372,49634,5280558,60328966,,,2.9,751,5283,5414310,,,,,
2021-06-29,853882,49687,5287094,60558812,,,3.7,730,5846,5420156,,,,,
2021-06-30,854404,49732,5294285,60786975,,,3.7,727,5496,5425652,,,,,
2021-07-01,854866,49774,5300504,61012512,,,3.7,706,5288,5430940,,,,,
2021-07-02,855327,49829,5305856,61236294,,,3.7,697,4891,5435831,,,,,
2021-07-03,855805,49874,5310769,61455218,,,3.7,702,4537,5440368,,,,,
2021-07-04,856209,49924,5314930,61671470,,,,,4418,5444786,57.81,25.23,35883598,15659611,1064526
2021-07-05,,49959,5319665,61891207,,,,,4678,5449464,58.40,25.55,36251519,15858588,1549165
2021-07-06,,49996,5324111,62117858,,,,,5299,5454763,58.92,25.84,36574186,16036089,1930752
2021-07-07,,50048,5328747,62343111,,,,,5160,5459923,59.42,26.11,36879365,16209662,2260351
2021-07-08,,50096,5333759,62569538,,,,,5171,5465094,59.90,26.52,37179005,16462718,2550225
2021-07-09,,50155,5338885,62798364,,,,,5670,5470764,60.35,27.02,37459120,16770701,2790102
2021-07-10,,50192,5344102,63022548,,,,,5530,5476294,60.56,27.34,37590559,16968684,2847785
2021-07-11,,50229,5349344,63244616,,,,,5261,5481555,60.74,27.63,37698483,17152942,2887404
2021-07-12,,50278,5354850,63471889,,,,,5404,5486959,61.16,28.26,37960880,17543398,3089859
2021-07-13,,50324,5360012,63706328,,,,,6285,5493244,61.56,29.00,38209906,18002032,3259534
2021-07-14,,50367,5365075,63945195,,,,,6907,5500151,61.94,29.98,38445942,18611134,3414676
2021-07-15,,50415,5370178,64177452,,,,,7304,5507455,62.12,30.78,38560060,19104997,3460669
2021-07-16,,50450,5375262,64407034,,,,,6918,5514373,62.45,32.07,38765635,19904709,3574478
2021-07-17,,50488,5380752,64641195,,,,,7666,5522039,62.61,32.79,38860587,20351388,3605000
2021-07-18,,50554,5386587,64875141,,,,,7680,5529719,62.74,33.38,38942491,20719853,3628139
2021-07-19,,50604,5390739,65101654,,,,,7667,5537386,62.85,33.87,39009602,21020302,3650302
2021-07-20,,50650,5395300,65300191,,,,,8780,5546166,62.89,34.06,39033632,21139283,3658208
2021-07-21,,50709,5400246,65484653,,,,,8151,5554317,62.93,34.28,39063433,21279203,3669529
2021-07-22,,50761,5405339,65698249,,,,,9586,5563903,63.08,34.86,39155309,21635725,3696807
2021-07-23,,50821,5410554,65918377,,,,,11094,5574997,63.26,35.54,39266550,22057339,3726315
2021-07-24,,50879,5415937,66139840,,,,,12381,5587378,63.44,36.19,39377703,22462836,3754268
2021-07-25,,50934,5421148,66363677,,,,,14230,5601608,63.61,36.80,39482796,22840591,3819417
2021-07-26,,50997,5426733,66587875,,,,,16809,5618417,64.00,38.21,39726015,23714368,4026403
2021-07-27,,51048,5433841,66834523,,,,,19761,5638178,64.38,39.45,39963479,24486767,4231498
2021-07-28,,51124,5438038,67091997,,,,,22291,5660469,64.74,40.53,40185504,25155040,4418827
2021-07-29,,51184,5443501,67353195,,,,,22161,5682630,65.24,41.84,40491931,25970268,4633896
2021-07-30,,51253,5449253,67609655,,,,,22083,5704713,65.79,43.28,40833279,26861882,4825484
2021-07-31,,51332,5454360,67868851,,,,,22332,5727045,66.03,43.93,40982884,27269936,4885070
2021-08-01,,51428,5459899,68120075,,,,,20890,5747935,66.11,44.16,41037606,27413124,4920498
2021-08-02,,51519,5465846,68390501,,,,,22898,5770833,66.28,44.51,41142569,27624886,5042022
2021-08-03,,51645,5472089,68646664,,,,,24832,5795665,66.42,44.67,41225091,27725135,5117285
2021-08-04,,51767,5478185,68908712,,,,,26822,5822487,66.54,44.84,41303572,27831610,5194192
2021-08-05,,51875,5484821,69153864,,,,,24297,5846784,66.77,45.32,41445336,28133021,5322877
2021-08-06,,51976,5491762,69397144,,,,,23957,5870741,67.02,45.91,41601929,28498869,5453334
2021-08-07,,52088,5498520,69643181,,,,,25100,5895841,67.15,46.20,41682097,28678592,5496567
2021-08-08,,52196,5504355,69882818,,,,,22699,5918540,67.30,46.52,41773741,28872863,5546799
2021-08-09,,52313,5511720,70128071,,,,,23731,5942271,67.89,47.75,42140662,29637537,5774462
2021-08-10,,52437,5526674,70392718,,,,,26597,5968868,68.56,49.09,42555988,30470007,5988679
2021-08-11,,52565,5543037,70670981,,,,,27356,5996224,69.19,50.24,42944623,31186864,6179875
2021-08-12,,52703,5558722,70952516,,,,,22261,6018485,69.79,51.25,43319938,31810055,6352013
2021-08-13,,52860,5575214,71237758,,,,,21372,6039857,70.41,52.21,43704072,32406947,6510396
2021-08-14,,53005,5590578,71522705,,,,,19949,6059806,70.69,52.67,43877460,32691994,6556728
2021-08-15,,53159,5605004,71803889,,,,,18847,6078653,70.92,53.03,44020437,32916449,6612245
2021-08-16,,53324,5621646,72091836,,,,,18163,6096816,71.46,53.72,44357493,33342431,6815458
2021-08-17,,53507,5636282,72386397,,,,,21692,6118508,72.04,54.42,44716585,33779933,7018463
2021-08-18,,53675,5651819,72681603,,,,,19944,6138452,72.54,54.98,45025676,34128107,7195181
2021-08-19,,53891,5666562,72974141,,,,,19320,6157772,72.99,55.50,45304742,34446015,7362337
2021-08-20,,54095,5682123,73267393,,,,,19918,6177690,73.52,56.05,45636614,34791602,7529404
2021-08-21,,54327,5695286,73550250,,,,,19351,6197041,73.78,56.33,45796679,34963740,7572792
2021-08-22,,54533,5708549,73815446,,,,,18622,6215663,74.01,56.55,45936819,35099244,7607903
2021-08-23,,54765,5724382,74097974,,,,,18857,6234520,74.62,57.05,46317869,35408683,7787868
2021-08-24,,54995,5739755,74391011,,,,,19191,6253711,75.16,57.47,46649044,35672814,7929901
2021-08-25,,55212,5756406,74687722,,,,,19970,6273681,75.64,57.85,46949549,35908553,8054516
2021-08-26,,55469,5771611,74984790,,,,,19616,6293297,76.12,58.23,47247097,36145891,8167707
2021-08-27,,55713,5786139,75280437,,,,,18340,6311637,76.57,58.62,47528894,36388775,8268021
2021-08-28,,55958,5798314,75570623,,,,,17912,6329549,76.81,58.84,47675684,36521647,8299056
2021-08-29,,56213,5809710,75857048,,,,,17332,6346881,77.00,59.02,47797199,36636290,8350826
2021-08-30,,56458,5823111,76140298,,,,,19557,6366438,77.22,59.23,47929111,36765581,8394223
2021-08-31,,56710,5837217,76437465,,,,,21893,6388331,77.77,59.75,48271065,37089601,8549712
2021-09-01,,57000,5852381,76740334,,,,,23946,6412277,78.24,60.20,48563507,37368108,8661464
2021-09-02,,57283,5872385,77045381,,,,,23496,6435773,78.71,60.65,48854935,37645172,8760897
2021-09-03,,57559,5886912,77349911,,,,,22857,6458630,79.26,61.18,49197925,37976800,8871214
2021-09-04,,57837,5906376,77633296,,,,,20033,6478663,79.55,61.45,49376328,38141442,8900354
2021-09-05,,58106,5930665,77912359,,,,,19391,6498054,79.83,61.69,49551529,38288329,8922484
2021-09-06,,58377,5959992,78213523,,,,,20962,6519016,80.47,62.23,49946816,38628745,9028086
2021-09-07,,58651,5994394,78518387,,,,,23638,6542654,81.08,62.80,50324643,38978541,9122835
2021-09-08,,58913,6024497,78826824,,,,,23914,6566568,81.60,63.31,50648789,39298396,9208878
2021-09-09,,59170,6055819,79141617,,,,,23846,6590414,82.05,63.80,50930700,39599848,9287641
2021-09-10,,59384,6090902,79460452,,,,,23562,6613976,82.54,64.38,51234095,39963236,9374668
2021-09-11,,59643,6121046,79774498,,,,,22923,6636899,82.83,64.70,51411717,40158373,9397822
2021-09-12,,59886,6146662,80085044,,,,,21352,6658251,83.03,64.94,51536013,40305712,9413573
2021-09-13,,60117,6172714,80404154,,,,,24613,6682864,83.42,65.47,51780811,40635924,9496164
2021-09-14,,60393,6201905,80738689,,,,,27802,6710666,83.74,65.93,51979208,40921431,9562025
2021-09-15,,60641,6230441,81079693,,,,,28224,6738890,84.02,66.35,52153868,41182546,9633374
2021-09-16,,60903,6262690,81422835,,,,,28118,6767008,84.28,66.76,52315108,41435326,9696724
2021-09-17,,61140,6285887,81764689,,,,,27692,6794700,84.58,67.24,52497989,41739242,9763070
2021-09-18,,61361,6309910,82099933,,,,,26161,6820861,84.74,67.51,52601310,41902917,9789819
2021-09-19,,61574,6337070,82439806,,,,,26398,6847259,84.86,67.70,52672498,42024517,9808485
2021-09-20,,61805,6365019,82786241,,,,,27688,6874947,85.10,68.13,52824748,42286431,9874693
2021-09-21,,62065,6388380,83141095,,,,,29338,6904285,85.32,68.53,52956452,42536503,9930890
2021-09-22,,62307,6411476,83492750,,,,,28168,6932453,85.51,68.91,53076143,42774152,9984037
2021-09-23,,62524,6432743,83848882,,,,,27844,6960297,85.69,69.28,53185113,43002194,10033021
2021-09-24,,62745,6453201,84204108,,,,,27197,6987494,85.90,69.74,53317014,43285677,10085847
2021-09-25,,62938,6472400,84546253,,,,,26145,7013639,86.02,69.98,53390829,43439793,10112821
2021-09-26,,63166,6497275,84887474,,,,,25861,7039500,86.10,70.18,53443024,43560247,10134137
2021-09-27,,63372,6522435,85240798,,,,,27188,7066688,86.28,70.59,53556013,43813987,10215617
2021-09-28,,63611,6552771,85597459,,,,,28892,7095580,86.45,70.98,53658331,44059772,10280158
2021-09-29,,63838,6583789,85952901,,,,,29386,7124966,86.60,71.35,53753136,44285452,10340145
2021-09-30,,64054,6615908,86310754,,,,,29104,7154070,86.74,71.69,53840659,44498344,10391762
2021-10-01,,64264,6642132,86667106,,,,,28873,7182943,86.90,72.11,53941450,44758512,10444738
2021-10-02,,64467,6664242,87019268,,,,,27973,7210916,86.99,72.35,53997429,44910311,10465405
2021-10-03,,64661,6686246,87367730,,,,,27351,7238267,87.06,72.54,54038516,45023309,10481025
2021-10-04,,64909,6719398,87719944,,,,,28810,7267077,87.22,72.91,54140738,45258194,10538215
2021-10-05,,65137,6751667,88075508,,,,,29802,7296879,87.34,73.23,54214776,45454130,10586681
2021-10-06,,65373,6783080,88433572,,,,,30438,7327317,87.46,73.53,54284532,45638744,10631256
2021-10-07,,65590,6815320,88795724,,,,,30019,7357336,87.56,73.80,54347957,45807085,10669992
2021-10-08,,65778,6843487,89155839,,,,,30201,7387537,87.69,74.16,54427081,46030897,10714829
2021-10-09,,65984,6867704,89504695,,,,,28645,7416182,87.75,74.36,54467941,46156214,10730752
2021-10-10,,66180,6893476,89848975,,,,,28370,7444552,87.80,74.50,54497626,46245192,10743404
2021-10-11,,66368,6927337,90203990,,,,,30563,7475115,87.91,74.81,54565515,46435265,10775920
2021-10-12,,66605,6957447,90561626,,,,,33860,7508975,88.00,75.10,54624841,46617072,10796682
2021-10-13,,66841,6987778,90922790,,,,,31248,7540223,88.09,75.36,54679606,46775005,10814238
2021-10-14,,67044,7014239,91285007,,,,,30709,7570932,88.18,75.60,54734206,46926728,10830437
2021-10-15,,67225,7039752,91648543,,,,,30694,7601626,88.29,75.91,54799554,47119099,10848660
2021-10-16,,67437,7065363,92005710,,,,,28537,7630163,88.34,76.09,54833779,47226488,10853986
2021-10-17,,67623,7089766,92347136,,,,,24114,7654277,88.38,76.21,54858848,47303190,10857836
2021-10-18,,67837,7116305,92698301,,,,,29240,7683517,88.47,76.45,54914321,47450026,10876368
2021-10-19,,68060,7143657,93059150,,,,,30862,7714379,88.56,76.66,54966932,47585869,10892702
2021-10-20,,68274,7172460,93420500,,,,,29760,7744139,88.63,76.86,55013831,47704367,10908902
2021-10-21,,68472,7201620,93782713,,,,,28465,7772604,88.71,77.04,55059732,47817661,10924580
2021-10-22,,68700,7231922,94146266,,,,,28192,7800796,88.79,77.27,55115287,47962680,10941554
2021-10-23,,68917,7259585,94497450,,,,,26217,7827013,88.84,77.40,55144241,48043489,10949936
2021-10-24,,69112,7283988,94835986,,,,,24792,7851805,88.87,77.49,55164675,48100346,10960033
2021-10-25,,69344,7314812,95187138,,,,,27663,7879468,88.95,77.68,55214596,48218503,11000340
2021-10-26,,69559,7346279,95543774,,,,,29643,7909111,89.02,77.85,55256541,48319754,11037944
